group,batch,item_id,char,curriculum_idx,strokes,tier,phase,attempt_no,is_retry,verdict,verdict_scheme,judged_at,first_attempt_verdict,final_verdict
G2,B8,p3_char_0243_成,成,243,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:44,FAIL,FAIL
G1,B8,p3_char_0243_成,成,243,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:44,FAIL,FAIL
G2,B8,p3_char_0244_仳,仳,244,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:45,FAIL,FAIL
G3,B8,p3_char_0244_仳,仳,244,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:45,FAIL,FAIL
G1,B8,p3_char_0244_仳,仳,244,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:46,FAIL,FAIL
G4,B8,p3_char_0244_仳,仳,244,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:43:47,PASS,PASS
G2,B8,p3_char_0245_多,多,245,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:49,FAIL,FAIL
G4,B8,p3_char_0245_多,多,245,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:43:49,PASS,PASS
G3,B8,p3_char_0245_多,多,245,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:43:50,PASS,PASS
G1,B8,p3_char_0245_多,多,245,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:43:51,PASS,PASS
G1,B8,p3_char_0246_仵,仵,246,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:52,FAIL,FAIL
G4,B8,p3_char_0246_仵,仵,246,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:43:53,PASS,PASS
G3,B8,p3_char_0246_仵,仵,246,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:54,FAIL,FAIL
G2,B8,p3_char_0246_仵,仵,246,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:55,FAIL,FAIL
G4,B8,p3_char_0247_军,军,247,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:56,FAIL,FAIL
G2,B8,p3_char_0247_军,军,247,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:56,FAIL,FAIL
G3,B8,p3_char_0247_军,军,247,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:58,FAIL,FAIL
G1,B8,p3_char_0247_军,军,247,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:43:59,FAIL,FAIL
G3,B8,p3_char_0248_伄,伄,248,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:00,FAIL,FAIL
G2,B8,p3_char_0248_伄,伄,248,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:01,FAIL,FAIL
G1,B8,p3_char_0248_伄,伄,248,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:01,FAIL,FAIL
G4,B8,p3_char_0248_伄,伄,248,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:02,FAIL,FAIL
G3,B8,p3_char_0249_同,同,249,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:06,PASS,PASS
G4,B8,p3_char_0249_同,同,249,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:07,FAIL,FAIL
G2,B8,p3_char_0249_同,同,249,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:08,FAIL,FAIL
G1,B8,p3_char_0249_同,同,249,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:08,FAIL,FAIL
G1,B8,p3_char_0250_伉,伉,250,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:10,FAIL,FAIL
G4,B8,p3_char_0250_伉,伉,250,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:11,FAIL,FAIL
G2,B8,p3_char_0250_伉,伉,250,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:12,FAIL,FAIL
G3,B8,p3_char_0250_伉,伉,250,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:13,PASS,PASS
G4,B8,p3_char_0251_当,当,251,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:16,PASS,PASS
G2,B8,p3_char_0251_当,当,251,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:18,FAIL,FAIL
G3,B8,p3_char_0251_当,当,251,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:19,FAIL,FAIL
G1,B8,p3_char_0251_当,当,251,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:22,FAIL,FAIL
G3,B8,p3_char_0252_伊,伊,252,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:23,FAIL,FAIL
G4,B8,p3_char_0252_伊,伊,252,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:26,FAIL,FAIL
G2,B8,p3_char_0252_伊,伊,252,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:26,FAIL,FAIL
G1,B8,p3_char_0252_伊,伊,252,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:27,FAIL,FAIL
G2,B8,p3_char_0253_好,好,253,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:35,FAIL,FAIL
G1,B8,p3_char_0253_好,好,253,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:36,FAIL,FAIL
G3,B8,p3_char_0253_好,好,253,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:37,FAIL,FAIL
G4,B8,p3_char_0253_好,好,253,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:37,FAIL,FAIL
G1,B8,p3_char_0254_伎,伎,254,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:38,FAIL,FAIL
G2,B8,p3_char_0254_伎,伎,254,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:40,FAIL,FAIL
G4,B8,p3_char_0254_伎,伎,254,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:40,FAIL,FAIL
G3,B8,p3_char_0254_伎,伎,254,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:42,FAIL,FAIL
G4,B8,p3_char_0255_此,此,255,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:43,PASS,PASS
G3,B8,p3_char_0255_此,此,255,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:46,FAIL,FAIL
G2,B8,p3_char_0255_此,此,255,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:48,FAIL,FAIL
G1,B8,p3_char_0255_此,此,255,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:49,FAIL,FAIL
G4,B8,p3_char_0256_伐,伐,256,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:55,PASS,PASS
G2,B8,p3_char_0256_伐,伐,256,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:56,FAIL,FAIL
G3,B8,p3_char_0256_伐,伐,256,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:57,FAIL,FAIL
G1,B8,p3_char_0256_伐,伐,256,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:44:57,FAIL,FAIL
G4,B8,p3_char_0257_问,问,257,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:44:59,PASS,PASS
G2,B8,p3_char_0257_问,问,257,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:02,FAIL,FAIL
G1,B8,p3_char_0257_问,问,257,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:03,PASS,PASS
G3,B8,p3_char_0257_问,问,257,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:04,PASS,PASS
G2,B8,p3_char_0258_伕,伕,258,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:05,FAIL,FAIL
G3,B8,p3_char_0258_伕,伕,258,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:07,FAIL,FAIL
G1,B8,p3_char_0258_伕,伕,258,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:11,PASS,PASS
G4,B8,p3_char_0258_伕,伕,258,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:12,FAIL,FAIL
G1,B8,p3_char_0259_回,回,259,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:13,PASS,PASS
G4,B8,p3_char_0259_回,回,259,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:13,PASS,PASS
G2,B8,p3_char_0259_回,回,259,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:13,PASS,PASS
G3,B8,p3_char_0259_回,回,259,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:16,PASS,PASS
G3,B8,p3_char_0260_伙,伙,260,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:17,FAIL,FAIL
G2,B8,p3_char_0260_伙,伙,260,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:18,FAIL,FAIL
G1,B8,p3_char_0260_伙,伙,260,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:24,FAIL,FAIL
G4,B8,p3_char_0260_伙,伙,260,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:24,PASS,PASS
G1,B8,p3_char_0261_再,再,261,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:26,FAIL,FAIL
G4,B8,p3_char_0261_再,再,261,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:27,PASS,PASS
G2,B8,p3_char_0261_再,再,261,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:27,FAIL,FAIL
G3,B8,p3_char_0261_再,再,261,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:28,FAIL,FAIL
G1,B8,p3_char_0262_伛,伛,262,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:29,FAIL,FAIL
G4,B8,p3_char_0262_伛,伛,262,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:30,PASS,PASS
G3,B8,p3_char_0262_伛,伛,262,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:31,PASS,PASS
G2,B8,p3_char_0262_伛,伛,262,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:31,PASS,PASS
G3,B8,p3_char_0263_她,她,263,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:32,FAIL,FAIL
G4,B8,p3_char_0263_她,她,263,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:33,FAIL,FAIL
G1,B8,p3_char_0263_她,她,263,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:34,FAIL,FAIL
G2,B8,p3_char_0263_她,她,263,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:36,FAIL,FAIL
G2,B8,p3_char_0264_伢,伢,264,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:37,FAIL,FAIL
G1,B8,p3_char_0264_伢,伢,264,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:37,FAIL,FAIL
G3,B8,p3_char_0264_伢,伢,264,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:38,FAIL,FAIL
G4,B8,p3_char_0264_伢,伢,264,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:38,FAIL,FAIL
G1,B8,p3_char_0265_名,名,265,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:40,FAIL,FAIL
G4,B8,p3_char_0265_名,名,265,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:43,FAIL,FAIL
G3,B8,p3_char_0265_名,名,265,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:44,FAIL,FAIL
G2,B8,p3_char_0265_名,名,265,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:44,FAIL,FAIL
G4,B8,p3_char_0266_伥,伥,266,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:47,FAIL,FAIL
G2,B8,p3_char_0266_伥,伥,266,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:47,FAIL,FAIL
G3,B8,p3_char_0266_伥,伥,266,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:47,FAIL,FAIL
G1,B8,p3_char_0266_伥,伥,266,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:48,FAIL,FAIL
G1,B8,p3_char_0267_西,西,267,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:48,FAIL,FAIL
G2,B8,p3_char_0267_西,西,267,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:49,FAIL,FAIL
G3,B8,p3_char_0267_西,西,267,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:49,FAIL,FAIL
G4,B8,p3_char_0267_西,西,267,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:50,FAIL,FAIL
G3,B8,p3_char_0268_伦,伦,268,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:51,FAIL,FAIL
G1,B8,p3_char_0268_伦,伦,268,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:45:51,FAIL,FAIL
G2,B8,p3_char_0268_伦,伦,268,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:53,PASS,PASS
G4,B8,p3_char_0268_伦,伦,268,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:45:54,PASS,PASS
G4,B8,p3_char_0269_合,合,269,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:46:01,PASS,PASS
G2,B8,p3_char_0269_合,合,269,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:02,FAIL,FAIL
G1,B8,p3_char_0269_合,合,269,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:03,FAIL,FAIL
G3,B8,p3_char_0269_合,合,269,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:04,FAIL,FAIL
G1,B8,p3_char_0270_伧,伧,270,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:04,FAIL,FAIL
G2,B8,p3_char_0270_伧,伧,270,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:05,FAIL,FAIL
G3,B8,p3_char_0270_伧,伧,270,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:05,FAIL,FAIL
G4,B8,p3_char_0270_伧,伧,270,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:06,FAIL,FAIL
G1,B8,p3_char_0271_老,老,271,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:10,FAIL,FAIL
G4,B8,p3_char_0271_老,老,271,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:46:11,PASS,PASS
G2,B8,p3_char_0271_老,老,271,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:13,FAIL,FAIL
G3,B8,p3_char_0271_老,老,271,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:14,FAIL,FAIL
G1,B8,p3_char_0272_伪,伪,272,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:15,FAIL,FAIL
G2,B8,p3_char_0272_伪,伪,272,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:46:18,PASS,PASS
G4,B8,p3_char_0272_伪,伪,272,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:19,FAIL,FAIL
G3,B8,p3_char_0272_伪,伪,272,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:33,FAIL,FAIL
G1,B8,p3_char_0273_次,次,273,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:33,FAIL,FAIL
G2,B8,p3_char_0273_次,次,273,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:34,FAIL,FAIL
G3,B8,p3_char_0273_次,次,273,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:35,FAIL,FAIL
G4,B8,p3_char_0273_次,次,273,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:37,FAIL,FAIL
G2,B8,p3_char_0274_伫,伫,274,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:38,FAIL,FAIL
G1,B8,p3_char_0274_伫,伫,274,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:46:41,PASS,PASS
G3,B8,p3_char_0274_伫,伫,274,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:46,FAIL,FAIL
G4,B8,p3_char_0274_伫,伫,274,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:50,FAIL,FAIL
G3,B8,p3_char_0275_任,任,275,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:50,FAIL,FAIL
G2,B8,p3_char_0275_任,任,275,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:57,FAIL,FAIL
G4,B8,p3_char_0275_任,任,275,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:46:58,PASS,PASS
G1,B8,p3_char_0275_任,任,275,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:58,FAIL,FAIL
G1,B8,p3_char_0276_佤,佤,276,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:46:59,FAIL,FAIL
G3,B8,p3_char_0276_佤,佤,276,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:00,FAIL,FAIL
G4,B8,p3_char_0276_佤,佤,276,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:00,FAIL,FAIL
G2,B8,p3_char_0276_佤,佤,276,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:01,FAIL,FAIL
G4,B8,p3_char_0277_先,先,277,6,common,character,1,False,PASS,binary_or_4tier,2026-07-27T19:47:07,PASS,PASS
G3,B8,p3_char_0277_先,先,277,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:08,FAIL,FAIL
G2,B8,p3_char_0277_先,先,277,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:08,FAIL,FAIL
G1,B8,p3_char_0277_先,先,277,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:09,FAIL,FAIL
G4,B8,p3_char_0278_齐,齐,278,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:47:10,PASS,PASS
G2,B8,p3_char_0278_齐,齐,278,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:10,FAIL,FAIL
G3,B8,p3_char_0278_齐,齐,278,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:11,FAIL,FAIL
G1,B8,p3_char_0278_齐,齐,278,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:11,FAIL,FAIL
G3,B8,p3_char_0279_色,色,279,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:12,FAIL,FAIL
G4,B8,p3_char_0279_色,色,279,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:12,FAIL,FAIL
G2,B8,p3_char_0279_色,色,279,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:13,FAIL,FAIL
G1,B8,p3_char_0279_色,色,279,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:13,FAIL,FAIL
G4,B8,p3_char_0280_兆,兆,280,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:20,FAIL,FAIL
G1,B8,p3_char_0280_兆,兆,280,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:21,FAIL,FAIL
G2,B8,p3_char_0280_兆,兆,280,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:21,FAIL,FAIL
G3,B8,p3_char_0280_兆,兆,280,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:22,FAIL,FAIL
G2,B8,p3_char_0281_设,设,281,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:22,FAIL,FAIL
G1,B8,p3_char_0281_设,设,281,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:23,FAIL,FAIL
G3,B8,p3_char_0281_设,设,281,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:23,FAIL,FAIL
G4,B8,p3_char_0281_设,设,281,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:28,FAIL,FAIL
G4,B8,p3_char_0282_兇,兇,282,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:47:34,PASS,PASS
G1,B8,p3_char_0282_兇,兇,282,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:35,FAIL,FAIL
G2,B8,p3_char_0282_兇,兇,282,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:35,FAIL,FAIL
G3,B8,p3_char_0282_兇,兇,282,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-27T19:47:37,PASS,PASS
G2,B8,p3_char_0283_传,传,283,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:38,FAIL,FAIL
G1,B8,p3_char_0283_传,传,283,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:38,FAIL,FAIL
G3,B8,p3_char_0283_传,传,283,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:38,FAIL,FAIL
G4,B8,p3_char_0283_传,传,283,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:39,FAIL,FAIL
G3,B8,p3_char_0197_矢__retry_1__G3,矢__retry_1__G3,197,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:44,FAIL,FAIL
G3,B8,p3_char_0216_失__retry_1__G3,失__retry_1__G3,216,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:44,FAIL,FAIL
G3,B8,p3_char_0226_乔__retry_1__G3,乔__retry_1__G3,226,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:50,FAIL,FAIL
G3,B8,p3_char_0193_癶__retry_1__G3,癶__retry_1__G3,193,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:52,FAIL,FAIL
G3,B8,p2_radical_011_匕__retry_5__G3,匕__retry_5__G3,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:53,FAIL,FAIL
G3,B8,p3_char_0173_仔__retry_2__G3,仔__retry_2__G3,173,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:54,FAIL,FAIL
G3,B8,p3_char_0176_平__retry_2__G3,平__retry_2__G3,176,,,character,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:54,FAIL,FAIL
G4,B8,p2_radical_088_长__retry_4__G4,长__retry_4__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:55,FAIL,FAIL
G4,B8,p2_radical_081_夂__retry_4__G4,夂__retry_4__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:56,FAIL,FAIL
G4,B8,p2_radical_084_夊__retry_4__G4,夊__retry_4__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:58,FAIL,FAIL
G4,B8,p2_radical_119_水__retry_2__G4,水__retry_2__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:47:59,FAIL,FAIL
G4,B8,p2_radical_116_礻__retry_2__G4,礻__retry_2__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:48:00,FAIL,FAIL
G4,B8,p2_radical_135_无__retry_3__G4,无__retry_3__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:48:00,FAIL,FAIL
G4,B8,p2_radical_111_气__retry_3__G4,气__retry_3__G4,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-27T19:48:01,FAIL,FAIL
G4,B9,p3_char_0284_龹,龹,284,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:29:57,FAIL,FAIL
G2,B9,p3_char_0284_龹,龹,284,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:29:57,FAIL,FAIL
G1,B9,p3_char_0284_龹,龹,284,6,rare,character,1,False,PASS,binary_or_4tier,2026-07-30T14:30:01,PASS,PASS
G3,B9,p3_char_0284_龹,龹,284,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:05,FAIL,FAIL
G4,B9,p3_char_0285_师,师,285,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:10,FAIL,FAIL
G1,B9,p3_char_0285_师,师,285,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:12,FAIL,FAIL
G2,B9,p3_char_0285_师,师,285,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:13,FAIL,FAIL
G3,B9,p3_char_0285_师,师,285,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:13,FAIL,FAIL
G3,B9,p3_char_0286_冱,冱,286,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:15,FAIL,FAIL
G4,B9,p3_char_0286_冱,冱,286,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:15,FAIL,FAIL
G1,B9,p3_char_0286_冱,冱,286,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:16,FAIL,FAIL
G2,B9,p3_char_0286_冱,冱,286,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:17,FAIL,FAIL
G1,B9,p3_char_0287_光,光,287,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:19,FAIL,FAIL
G3,B9,p3_char_0287_光,光,287,6,common,character,1,False,PASS,binary_or_4tier,2026-07-30T14:30:20,PASS,PASS
G4,B9,p3_char_0287_光,光,287,6,common,character,1,False,A,4tier,2026-07-30T14:30:26,A,A
G2,B9,p3_char_0287_光,光,287,6,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:31,FAIL,FAIL
G3,B9,p3_char_0288_凫,凫,288,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:32,FAIL,FAIL
G2,B9,p3_char_0288_凫,凫,288,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:32,FAIL,FAIL
G4,B9,p3_char_0288_凫,凫,288,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:33,FAIL,FAIL
G1,B9,p3_char_0288_凫,凫,288,6,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:34,FAIL,FAIL
G2,B9,p3_char_0289_我,我,289,7,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:39,FAIL,FAIL
G3,B9,p3_char_0289_我,我,289,7,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:40,FAIL,FAIL
G1,B9,p3_char_0289_我,我,289,7,common,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:41,FAIL,FAIL
G4,B9,p3_char_0289_我,我,289,7,common,character,1,False,PASS,binary_or_4tier,2026-07-30T14:30:49,PASS,PASS
G2,B9,p3_char_0290_甸,甸,290,7,rare,character,1,False,FAIL,binary_or_4tier,2026-07-30T14:30:51,FAIL,FAIL
G3,B9,p3_char_0290_甸,甸,290,7,rare,character,1,False,PASS,binary_or_4tier,2026-07-30T14:30:52,PASS,PASS
